"COUN_NAME","MPO","TAZ","L_D_RE_Ar","M_D_RE_SF_Ar","M_D_RE_MF_Ar","H_D_RE_Ar","MU_Ar","COM_Ar","INS_Ar","OF_Ar","IND_Ar","Other_Ar","AG_Ar","FO_Ar","PA_Ar","LDHH","MDSFHH","MDMFHH","HDHH","MUHH","TSFHH","TMFHH","COM_EMP","INS_EMP","OF_EMP","IND_EMP","Other_EMP","AG_EMP","MU_EMP","JUR","HH","TOT_EMP","res_total_Ar","Parcel_ACR_Ar","TAZ_ACRES_Ar","T_EMP_AR_Ar","TOT_POP"
"Henrico","Richmond",428,322.3543,0,0,0,0,1.6163,0,0,0,0,0,62.99013633,0,255,0,0,0,0,255,0,16,0,0,0,0,0,0,"Henrico",255,16,322.3543,381.3207,461.7171,1.6163,634
"Henrico","Richmond",429,375.531,0,0,0,0,1.4783458707703,5.30587620524613,0,96.3225779269836,0,0,415.5892455,0,376,0,0,0,0,376,0,2,8,0,141,0,0,0,"Henrico",376,151,375.531,886.8271,907.5422,103.106800003,938
"Henrico","Richmond",430,1484.30730124243,2.32419912357153,0,0,0,0,34.1820992693441,3.86350173647345,125.309999009182,0,0,856.4400058,0.201150102,841,1,0,0,0,842,0,0,32,4,117,0,0,0,"Henrico",842,152,1486.631500366,2491.7083,2542.026,163.355600015,2092
"Henrico","Richmond",431,2041.67630463176,1.02689506223995,0,0,0,0.744868166494066,67.3646318335059,0,0,0,0,1500.346741,76.14414366,834,0,0,0,0,834,0,1,81,0,0,0,0,0,"Henrico",834,82,2042.703199694,3673.8836,3800.1782,68.1095,2081
"Henrico","Richmond",437,596.549,0,0,0,0,5.80273565475169,0,0,59.2376643472483,0,0,349.3199801,0,450,0,0,0,0,450,0,4,0,0,42,0,0,0,"Henrico",450,46,596.549,1006.3494,1020.9174,65.040400002,1119
"Henrico","Richmond",441,584.5151,0,0,0,0,83.9390382739539,0,0,179.644161696046,0,0,2452.417421,85.29515332,152,0,0,0,0,152,0,85,0,0,181,0,0,0,"Henrico",152,266,584.5151,3381.5508,3827.2399,263.58319997,379
"Henrico","Richmond",442,4724.4515,0,0,0,0,0,0,0,1.1786,0,0,58.77880056,36.92454158,59,0,0,0,0,59,0,0,0,0,11,0,0,0,"Henrico",59,11,4724.4515,4819.5034,6017.0527,1.1786,147
"Henrico","Richmond",443,1612.066,0,0,0,0,2.5759,0,0,0,0,0,1474.646087,0,72,0,0,0,0,72,0,14,0,0,0,0,0,0,"Henrico",72,14,1612.066,3086.798,3120.9104,2.5759,180
"Charles City","Richmond",465,1136.2034,0,0,0,0,114.83382517225,359.427643303896,0,480.091235430049,0,693.749196193806,4718.623881,0,259,0,0,0,0,259,0,94,293,0,391,0,565,0,"Charles City",259,1342,1136.2034,7495.8947,7622.1697,1648.1019001,642
"Charles City","Richmond",466,1049.0286,0,0,0,0,5.02100619926942,45.1770529050026,0,637.997766576982,0,560.604674348746,7464.537368,0,375,0,0,0,0,375,0,0,2,0,31,0,27,0,"Charles City",375,60,1049.0286,9762.0651,9884.2056,1248.80050003,931
"Charles City","Richmond",467,876.0054,0,0,0,0,34.6112069237986,109.51308596799,0,0,0,2262.00580704821,6124.533986,0,232,0,0,0,0,232,0,2,7,0,0,0,151,0,"Charles City",232,161,876.0054,9406.601,9512.2859,2406.13009994,576
"Charles City","Richmond",468,376.6944,0,0,0,0,15.3233707732375,57.3812628970691,0,0,0,1554.76776679969,2829.353263,0,145,0,0,0,0,145,0,0,1,0,0,0,34,0,"Charles City",145,36,376.6944,4833.4697,4894.7693,1627.47240047,360
"Charles City","Richmond",469,158.6895,0,0,0,0,13.9181195076927,46.012086845744,0,0,0,2262.48819379656,3523.936966,0,51,0,0,0,0,51,0,2,7,0,0,0,333,0,"Charles City",51,342,158.6895,6004.9711,8477.9356,2322.41840015,126
"Charles City","Richmond",470,482.0654,0,0,0,0,10.2964,12.2168,0,0,0,1464.45,8218.04259,0,107,0,0,0,0,107,0,0,0,0,0,0,33,0,"Charles City",107,33,482.0654,10187.066,11592.058,1486.9632,266
"Charles City","Richmond",471,530.2476,0,0,0,0,0,13.1263,0,0,0,1640.56,8700.588872,0,167,0,0,0,0,167,0,0,0,0,0,0,25,0,"Charles City",167,25,530.2476,10884.5253,10976.9853,1653.6863,417
"Charles City","Richmond",472,839.4348,0,0,0,0,20.3051,311.5678,0,606.7923,0,2673.29,9536.152277,0,163,0,0,0,0,163,0,0,4,0,8,0,36,0,"Charles City",163,48,839.4348,13987.5398,18426.7211,3611.9552,402
"Charles City","Richmond",473,796.9843,0,0,0,0,101.797890831927,4808.017913186,0,0,0,424.610795982076,6732.99876,0,90,0,0,0,0,90,0,0,0,0,0,0,0,0,"Charles City",90,0,796.9843,12864.4008,14584.6475,5334.4266,223
"Charles City","Richmond",474,708.994,0,0,0,0,0,0.311112646488933,0,432.008319522548,0,1059.08346749396,3923.105845,0,190,0,0,0,0,190,0,0,0,0,13,0,32,0,"Charles City",190,45,708.994,6122.9665,6209.8211,1491.402899663,471
"Charles City","Richmond",475,655.1468,0,0,0,0,0,22.657378335482,0,0,0,845.036421714518,2625.38059,0,144,0,0,0,0,144,0,0,1,0,0,0,37,0,"Charles City",144,38,655.1468,4147.6977,4230.3494,867.69380005,355
"Charles City","Richmond",476,54.4342,0,0,0,0,0,0,0,36.0393,0,2867.67,1922.849387,0,33,0,0,0,0,33,0,0,0,0,1,0,59,0,"Charles City",33,60,54.4342,4880.9928,6587.3837,2903.7093,82
"Charles City","Richmond",477,481.761,0,0,0,0,0,287.5271,0,0,0,143.84,3554.609274,0,163,0,0,0,0,163,0,0,3,0,0,0,1,0,"Charles City",163,4,481.761,4467.741,4544.2723,431.3671,402
"Charles City","Richmond",478,396.0287,0,0,0,0,0,316.719132464704,0,340.987603112887,0,2032.09266462241,3439.651506,0,231,0,0,0,0,231,0,0,2,0,2,0,11,0,"Charles City",231,15,396.0287,6525.4448,6593.7315,2689.7994002,572
"Charles City","Richmond",479,108.67,0,0,0,0,3.72179102606981,21.9129247145705,0,0,0,3286.49868424336,845.2234207,0,23,0,0,0,0,23,0,0,0,0,0,0,29,0,"Charles City",23,29,108.67,4265.8563,6563.4604,3312.133399984,57
"New Kent","Richmond",490,7000.60702731731,0,0,252.829272882693,0,0,39.9845940592835,0,0,0,807.366205940716,5652.431168,9.609351598,1286,0,0,46,0,1286,46,0,5,0,0,0,103,0,"New Kent",1332,108,7253.4363002,13742.339,14074.7495,847.3508,3476
"New Kent","Richmond",491,5282.54365642217,0,0,0.928043174826522,0,192.381463390885,77.8935133426688,0,740.509067383693,0,1394.32935635275,6170.579968,0.174716956,766,0,0,0,0,766,0,42,17,0,160,0,301,0,"New Kent",766,520,5283.471699597,13842.8079,15786.3575,2405.11340047,2004
"New Kent","Richmond",492,4500.43397250083,0,0,18.4030273391732,0,163.813735347751,26.7732429318562,0,203.811535613819,0,1891.04548653657,8181.357763,9.361040429,885,0,0,4,0,885,4,38,6,0,48,0,442,0,"New Kent",889,534,4518.83699984,14981.4641,16871.8199,2285.44400043,2314
"New Kent","Richmond",497,1159.27162224712,0,0,31.1056772728757,0,40.2031940941699,5.03904131001233,0,0,0,25.2543645948177,2550.898001,17.95925662,564,0,0,15,0,564,15,80,10,0,0,0,51,0,"New Kent",579,141,1190.37729952,3819.9729,3993.2609,70.496599999,1504
"New Kent","Richmond",498,2139.9724770849,0,0,93.9666230651035,0,7.68835638259708,168.654901803744,0,0.560235887194155,0,170.862405920465,3910.68224,214.8583489,788,0,0,35,0,788,35,51,1118,0,4,0,1133,0,"New Kent",823,2306,2233.93910015,6692.4542,6961.8906,347.765899994,2142
"New Kent","Richmond",499,1563.12977625132,0,0,61.7822234286784,0,35.958779848866,0,0,9.17671940185783,0,229.890700722276,3415.783984,0.139398656,476,0,0,19,0,476,19,29,0,0,7,0,187,0,"New Kent",495,224,1624.91199968,5305.9059,5509.2961,275.026199973,1288
"New Kent","Richmond",500,4308.7798532713,0,0,188.192146528696,0,49.9242771237944,154.577854645877,0,16.8565844735072,0,1163.43948332682,7595.695384,15.18926818,1408,0,0,62,0,1408,62,17,52,0,6,0,389,0,"New Kent",1470,463,4496.9719998,13469.5426,16532.2739,1384.79819957,4370
"New Kent","Richmond",503,1517.77717235794,0,0,47.389727522064,0,49.6814157457948,110.436322674231,0,381.737276946011,0,375.216684643963,4095.458186,17.19125117,605,0,0,19,0,605,19,166,370,0,1277,0,1256,0,"New Kent",624,3069,1565.16689988,6539.8601,6673.2826,917.07170001,1631
"New Kent","Richmond",504,979.720208504725,0,0,46.8435915252754,0,161.86837846977,1.50976944436192,0,5.19071946701744,0,52.5310325918505,1780.42363,0,310,0,0,15,0,310,15,333,3,0,11,0,108,0,"New Kent",325,455,1026.56380003,3015.158,3211.4975,221.099899973,848
"New Kent","Richmond",508,3436.52786470347,0,0,69.3650354965329,0,45.3026052800852,67.4148302396443,0,0,0,97.2105644802705,9320.68001,1.442173407,868,0,0,18,0,868,18,57,84,0,0,0,122,0,"New Kent",886,263,3505.8929002,13022.7212,13712.7875,209.928,2303
"New Kent","Richmond",509,2199.27362511292,0,0,87.7194745270808,0,298.268339100811,1327.58691757735,0,4.31298164933479,0,125.402861566501,1939.470169,116.7822953,1671,0,0,67,0,1671,67,50,224,0,1,0,21,0,"New Kent",1738,296,2286.99309964,6071.6735,7436.474,1755.571099894,4524
"Hanover","Richmond",520,6652.5102,0,0,0,0,3.98297041952844,49.7463827138529,0,17.7920468746187,0,0,4321.937608,1.923527672,294,0,0,0,0,294,0,4,55,0,20,0,0,0,"Hanover",294,79,6652.5102,11046.4827,11354.9786,71.521400008,811
"Hanover","Richmond",521,2894.1001,0,0,0,0,0,24.6400369084549,0,263.942163121545,0,0,3752.896998,0.205758218,215,0,0,0,0,215,0,0,7,0,78,0,0,0,"Hanover",215,85,2894.1001,6933.9751,7019.7819,288.58220003,585
"Hanover","Richmond",522,1532.2691,0,0,0,0,0,0,0,0,0,0,1266.456946,598.7316305,82,0,0,0,0,82,0,0,0,0,0,0,0,0,"Hanover",82,53,1532.2691,3396.6577,3499.9535,1.61,231
"Hanover","Richmond",523,1117.0832,0,0,0,0,0,87.9580261635026,0,150.508073806497,0,0,1175.977105,3.507504252,136,0,0,0,0,136,0,0,43,0,73,0,0,0,"Hanover",136,116,1117.0832,2531.2239,2611.1036,238.46609997,304
"Hanover","Richmond",526,2555.2741,0,0,0,0,1.12159371784459,53.1266667778949,0,19.1150395102605,0,0,2585.801536,1.796074705,208,0,0,0,0,208,0,2,111,0,40,0,0,0,"Hanover",208,153,2555.2741,5213.3751,5297.7022,73.363300006,529
"Hanover","Richmond",529,7886.523,0,0,0,0,4.40459938449771,27.9231006185023,0,0,0,0,4601.560342,1.126195854,465,0,0,0,0,465,0,5,35,0,0,0,0,0,"Hanover",465,40,7886.523,12518.3472,12859.4799,32.327700003,1232
"Hanover","Richmond",530,6341.6702,0,0,0,0,8.95465920595736,137.422954119701,0,0.0906866813413949,0,0,5364.84672,22.90239199,417,0,0,0,0,417,0,11,166,0,0,0,0,0,"Hanover",417,177,6341.6702,11872.9576,12013.4849,146.468300007,1055
"Hanover","Richmond",531,3938.7894,0,0,0,0,2.79943230989501,0,0,6.91656769010499,0,0,1193.936827,0.4304428,276,0,0,0,0,276,0,29,0,0,70,0,0,0,"Hanover",276,99,3938.7894,5141.0227,5227.4823,9.716,731
"Hanover","Richmond",532,4307.2264,0,0,0,0,55.0467186888463,120.269938690042,0,10.5880425711118,0,0,541.8092981,2.183850499,380,0,0,0,0,380,0,54,119,0,10,0,0,0,"Hanover",380,184,4307.2264,5033.9542,5092.6782,185.90469995,993
"Hanover","Richmond",533,5090.4563,0,0,0,0,0,38.0775,0,0,0,0,4922.340524,0,403,0,0,0,0,403,0,0,139,0,0,0,0,0,"Hanover",403,139,5090.4563,10049.0643,10120.7666,38.0775,1135
"Hanover","Richmond",534,5425.0888,0,0,0,0,5.11967049798745,9.80295648255718,0,0.968273019455366,0,0,3006.402385,0.885537357,388,0,0,0,0,388,0,42,81,0,8,0,0,0,"Hanover",388,131,5425.0888,8445.0776,8591.5038,15.8909,1012
"Hanover","Richmond",535,3112.2201,0,0,0,0,0,14.5973096357633,0,14.6978903642367,0,0,575.0188126,0.078147884,402,0,0,0,0,402,0,0,131,0,132,0,0,0,"Hanover",402,263,3112.2201,3710.6822,3821.1689,29.2952,1014
"Hanover","Richmond",537,778.9752,0,0,0,0,0,0,0,3.5973,0,0,104.3186279,0,165,0,0,0,0,165,0,0,0,0,29,0,0,0,"Hanover",165,29,778.9752,883.7212,909.4494,3.5973,439
"Hanover","Richmond",538,1113.4498,0,0,0,0,4.06823572838679,7.02116427161321,0,0,0,0,3505.57405,0,220,0,0,0,0,220,0,37,63,0,0,0,0,0,"Hanover",220,100,1113.4498,4625.7433,4769.8062,11.0894,556
"Hanover","Richmond",540,1023.7128742479,1.36902612410403,0,0,0,0,1.6054,0,0,0,0,84.03128987,52.34105856,236,0,0,0,0,236,0,0,118,0,0,0,0,0,"Hanover",236,118,1025.081900372,1159.8897,1184.021,1.6054,656
"Hanover","Richmond",542,1007.9713,0,0,0,0,49.0337731713658,893.066815141353,0,32.1262116472807,0,0,1709.709468,0.918731069,89,0,0,0,0,89,0,124,2266,0,82,0,0,0,"Hanover",89,2472,1007.9713,3673.6764,3767.169,974.22679996,602
"Hanover","Richmond",543,4867.6685,0,0,0,0,19.2356976164048,10.1109752682364,0,56.1478271153588,0,0,1497.807336,49.98933861,349,0,0,0,0,349,0,34,18,0,98,0,0,0,"Hanover",349,149,4867.6685,6497.8096,6690.291,85.4945,946
"Hanover","Richmond",544,5305.2539,0,0,0,0,33.5139016253883,89.5155983746117,0,0,0,0,395.2772074,0.117992633,533,0,0,0,0,533,0,99,263,0,0,0,0,0,"Hanover",533,362,5305.2539,5819.8485,5903.4235,123.0295,1582
"Hanover","Richmond",545,4111.4567,0,0,0,0,0,8.43188990859805,0,20.281910096402,0,0,1029.188272,0.195208015,372,0,0,0,0,372,0,0,131,0,315,0,0,0,"Hanover",372,446,4111.4567,5168.264,5251.8539,28.713800005,1028
"Hanover","Richmond",546,3101.629,0,0,0,0,9.95152265426228,19.1336070810081,0,2.79067026172962,0,0,843.9051911,1.359067902,332,0,0,0,0,332,0,28,53,0,8,0,0,0,"Hanover",332,89,3101.629,3975.5591,4046.1521,31.875799997,888
"Hanover","Richmond",547,3460.7587,0,0,0,0,0,131.005222509274,0,15.787877520726,0,0,401.6517812,213.7415416,326,0,0,0,0,326,0,0,755,0,91,0,0,0,"Hanover",326,846,3460.7587,4210.9552,4278.5091,146.79310003,810
"Hanover","Richmond",548,2036.92611387091,0,0,1.08578642108584,0,0,0.40819462547656,0,21.1515053785234,0,0,708.6008909,15.9918146,210,0,0,0,0,210,0,0,1,0,34,0,0,0,"Hanover",210,35,2038.011900292,2780.9943,2823.8111,21.559700004,528
"Hanover","Richmond",558,1923.8412,0,0,0,0,1.0881170061171,130.500777046048,0,43.4207059628353,0,0,603.3431226,12.70609546,368,0,0,0,0,368,0,1,76,0,25,0,0,0,"Hanover",368,102,1923.8412,2711.48,2805.7626,175.009600015,990
"Hanover","Richmond",559,3363.0945,0,0,0,0,2.5617093647227,23.5854039780538,0,1.07158665722348,0,0,743.9722113,0,423,0,0,0,0,423,0,10,94,0,4,0,0,0,"Hanover",423,109,3363.0945,4130.2054,4255.9572,27.2187,1099
"Hanover","Richmond",560,2727.9429,0,0,0,0,4.78589020472375,1683.56428629015,0,0.496323431125621,0,0,2649.814921,0,413,0,0,0,0,413,0,0,125,0,0,0,0,0,"Hanover",413,125,2727.9429,7063.3943,7245.0142,1688.846499926,1090
"Hanover","Richmond",561,3110.8912,0,0,0,0,0,6.7391528041333,0,818.016147232867,0,0,1412.083698,0.735438105,186,0,0,0,0,186,0,0,1,0,88,0,0,0,"Hanover",186,89,3110.8912,5346.6556,5588.5793,824.755300037,507
"Hanover","Richmond",562,2115.2603,0,0,0,0,1.65634065215436,0,0,69.2695593448456,0,0,196.7875731,0.081491595,111,0,0,0,0,111,0,1,0,0,45,0,0,0,"Hanover",111,46,2115.2603,2381.8853,2453.8429,70.925899997,280
"Hanover","Richmond",563,3019.1023,0,0,0,0,0.991312951887025,238.020787037113,0,0,0,0,607.3981837,0.190390503,312,0,0,0,0,312,0,0,94,0,0,0,0,0,"Hanover",312,94,3019.1023,3862.2829,3930.5769,239.012099989,726
"Hanover","Richmond",564,1919.6684,0,0,0,0,0,4.6991,0,0,0,0,844.7473529,2.208009039,158,0,0,0,0,158,0,0,75,0,0,0,0,0,"Hanover",158,75,1919.6684,2769.4828,2801.6219,4.6991,447
"Hanover","Richmond",565,1230.2327,0,0,0,0,0,1.3896,0,0,0,0,172.6121575,0.020622856,123,0,0,0,0,123,0,0,44,0,0,0,0,0,"Hanover",123,44,1230.2327,1402.9551,1454.7544,1.3896,340
"Hanover","Richmond",566,3803.2433,0,0,0,0,6.91720930634192,10.6236570616506,0,12.5636336270075,0,0,861.3920676,0,296,0,0,0,0,296,0,76,117,0,138,0,0,0,"Hanover",296,331,3803.2433,4691.5499,4781.8069,30.104499995,765
"Hanover","Richmond",571,3263.2566,0,0,0,0,3.52230602883662,9.03073870884135,0,6.25778333879192,0,4.5373719235301,817.0258126,0.741073623,310,0,0,0,0,310,0,10,25,0,17,0,13,0,"Hanover",310,65,3263.2566,4102.4055,4137.1143,23.3482,869
"Hanover","Richmond",572,3176.4304,0,0,0,0,0,238.3772,0,0,0,0,1429.232633,15.62870057,272,0,0,0,0,272,0,0,123,0,0,0,0,0,"Hanover",272,123,3176.4304,4856.3989,4906.2887,238.3772,779
"Hanover","Richmond",573,3609.147,0,0,0,0,12.3373131286291,36.5250725897801,0,9.2544018362875,0,9.04561244430332,558.8511447,2.965464845,327,0,0,0,0,327,0,103,303,0,77,0,75,0,"Hanover",327,558,3609.147,4226.2402,4281.235,67.162399999,827
"Hanover","Richmond",575,739.1686,0,0,0,0,3.48560623153836,2.11166388886421,0,0.428629880597429,0,0,513.8228899,0.567321293,36,0,0,0,0,36,0,10,6,0,1,0,0,0,"Hanover",36,18,739.1686,1258.4047,1269.8068,6.025900001,89
"Hanover","Richmond",585,2113.3693,0,0,0,0,9.0632526368499,34.3659936145351,0,10.103953750615,0,0,311.1757403,35.87774691,410,0,0,0,0,410,0,15,55,0,16,0,0,0,"Hanover",410,86,2113.3693,2510.0959,2590.7782,53.533200002,986
"Hanover","Richmond",590,2820.2094,0,0,0,0,0,9.80543362490041,1.06706637509959,0,0,0,640.5712291,1.488701235,418,0,0,0,0,418,0,0,116,13,0,0,0,0,"Hanover",418,129,2820.2094,3469.4717,3536.7765,10.8725,1212
"Hanover","Richmond",591,5786.3538,0,0,0,0,0,12.7285,0,0,0,0,4678.46281,0,660,0,0,0,0,660,0,0,107,0,0,0,0,0,"Hanover",660,107,5786.3538,10473.7351,10734.8216,12.7285,1755
"Hanover","Richmond",596,3160.04,0,0,0,0,0,64.1984954477641,0,140.483804532236,0,0,126.1573687,192.6416805,532,0,0,0,0,532,0,0,45,0,97,0,0,0,"Hanover",532,142,3160.04,3681.6814,3725.4728,204.68229998,1456
"Hanover","Richmond",597,1830.2138,0,0,0,0,81.7644921852014,66.5178687468863,0,1.22073907191237,0,0,284.4597852,0,280,0,0,0,0,280,0,119,97,0,2,0,0,0,"Hanover",280,218,1830.2138,2258.2467,2299.5549,149.503100004,694
"Hanover","Richmond",598,1158.8564,0,0,0,0,0.961032864050656,9.85326713594934,0,0,0,0,29.31647922,0,141,0,0,0,0,141,0,8,78,0,0,0,0,0,"Hanover",141,86,1158.8564,1197.1571,1212.3405,10.8143,413
"Hanover","Richmond",612,2179.27803678994,10.5670631000638,0,0,0,2.41346435122429,72.6718356497757,0,0,0,0,267.1298108,21.01877085,361,2,0,0,0,363,0,5,150,0,0,0,0,0,"Hanover",363,155,2189.84509989,2549.699,2605.7458,75.085300001,868
"Hanover","Richmond",613,3217.0559,0,0,0,0,3.40281796541428,32.1846631218622,0,11.0635189047235,0,0,104.7347827,2.004420713,587,0,0,0,0,587,0,5,52,0,18,0,0,0,"Hanover",587,75,3217.0559,3367.2761,3484.579,46.650999992,1581
"Hanover","Richmond",614,3962.7687,0,0,0,0,1.92476747955124,24.4777752600968,0,1.57645726535196,0,0,4642.014013,10.50830252,400,0,0,0,0,400,0,6,78,0,5,0,0,0,"Hanover",400,89,3962.7687,8639.89,8924.7861,27.979000005,1037
"Hanover","Richmond",621,5984.09788945815,0,0,0.0223104018542833,0,0,637.8682,0,0,0,0,2390.009633,0.516527436,706,0,0,0,0,706,0,0,269,0,0,0,0,0,"Hanover",706,269,5984.12019986,9006.6345,9148.2773,637.8682,2053
"Hanover","Richmond",629,1530.2901,0,0,0,0,1.1631812920712,49.6035727192871,0,0.472345988641665,0,0,1.893838919,289.2669638,369,0,0,0,0,369,0,5,208,0,2,0,0,0,"Hanover",369,215,1530.2901,1868.7499,1907.4018,51.2391,915
"Hanover","Richmond",630,3546.5044,0,0,0,0,0.445689516709512,35.1414083772522,0,40.5162021100383,0,0,900.2914513,0,472,0,0,0,0,472,0,0,19,0,22,0,0,0,"Hanover",472,41,3546.5044,4519.4793,4579.0373,76.103300004,1293
"Hanover","Richmond",632,594.181,0,0,0,0,0,0,0,2.2558,0,0,531.3848463,240.4141655,90,0,0,0,0,90,0,0,0,0,80,0,0,0,"Hanover",90,80,594.181,1366.8258,1392.3763,2.2558,259
"Hanover","Richmond",633,3522.63441013494,0,0,3.65198945606089,0,0,0,2.80019483460539,109.253905199395,0,0,572.915687,0,443,0,0,0,0,443,0,0,0,6,250,0,0,0,"Hanover",443,256,3526.286399591,4207.9662,4267.2058,112.054100034,1224
"Goochland","Richmond",644,6645.5901,0,0,0,0,186.629504823462,29.9639407069847,0,9.66456792439417,0,18423.9013881042,35.07395719,61.73283883,931,0,0,0,0,931,0,1,0,0,0,0,59,0,"Goochland",931,60,6645.5901,25387.8945,26899.9532,18650.159401559,2370
"Goochland","Richmond",645,6576.0373,0,0,0,0,743.979064371692,225.383741600309,0,0.303910034040921,0,16899.597981555,0,19.9730299,868,0,0,0,0,868,0,12,4,0,0,0,283,0,"Goochland",868,299,6576.0373,24460.7339,25005.9201,17869.264697561,2213
"Goochland","Richmond",646,4033.9951,0,0,0,0,11.7389028986443,48.0588186167351,0,0,0,10331.4487746846,0,0,732,0,0,0,0,732,0,0,2,0,0,0,361,0,"Goochland",732,363,4033.9951,14419.3393,14661.7763,10391.2464962,1865
"Goochland","Richmond",647,3178.9787,0,0,0,0,20.6493283261757,39.4027698930106,0,0,0,4955.02390171081,0,35.59322114,680,0,0,0,0,680,0,3,6,0,0,0,720,0,"Goochland",680,729,3178.9787,8220.1785,8419.7759,5015.07599993,1826
"Goochland","Richmond",648,3171.1285,0,0,0,0,9.355690531362,40.95127514399,0,0.217844019908156,0,3116.64979046874,19.07391904,30.00898962,674,0,0,0,0,674,0,0,2,0,0,0,125,0,"Goochland",674,127,3171.1285,6382.792,6995.1575,3167.174600164,1718
"Goochland","Richmond",652,1264.7666,0,0,0,0,0,14.2960076546424,0,0,0,1601.84929225536,4.491650523,0,329,0,0,0,0,329,0,0,1,0,0,0,104,0,"Goochland",329,105,1264.7666,2881.3711,2996.4054,1616.14529991,842
"Goochland","Richmond",653,1442.7773,0,0,0,0,205.260135643795,36.361477657624,0,13.2387989266462,0,563.696287741935,0,0.943943707,322,0,0,0,0,322,0,267,47,0,17,0,733,0,"Goochland",322,1064,1442.7773,2248.5292,2419.5038,818.55669997,820
"Goochland","Richmond",655,2044.0544,0,0,0,0,27.227513102138,45.8249506699103,0,0,0,3514.63703613795,0,0,392,0,0,0,0,392,0,2,4,0,0,0,282,0,"Goochland",392,288,2044.0544,5625.6843,5688.566,3587.68949991,1007
"Goochland","Richmond",660,1614.7401,0,0,0,0,3.93889295694317,23.9961873846237,0,0,0,1409.87231987043,0,306.9373262,701,0,0,0,0,701,0,0,2,0,0,0,141,0,"Goochland",701,144,1614.7401,3345.2757,3399.2432,1437.807400212,1797
"Goochland","Richmond",661,2556.5114,0,0,0,0,26.2287354241211,327.068838103183,0,0.903976993286279,0,9962.77064981241,1145.034555,0,305,0,0,0,0,305,0,1,7,0,0,0,224,0,"Goochland",305,232,2556.5114,14015.3199,15320.9376,10316.972200333,780
"Goochland","Richmond",662,2591.9579,0,0,0,0,10.6530809264417,1048.01694931278,0,2.00880954239312,0,12876.3421574334,342.4106981,0,315,0,0,0,0,315,0,0,9,0,0,0,106,0,"Goochland",315,115,2591.9579,16869.4452,17976.3035,13937.020997215,799
"Goochland","Richmond",663,617.2627,0,0,0,0,4.00162525384511,966.391548367474,0,0.715172594258006,0,1914.82985345942,0.217249467,0,42,0,0,0,0,42,0,2,593,0,0,0,1175,0,"Goochland",42,1771,617.2627,3501.1387,4009.4995,2885.938199675,350
"Goochland","Richmond",664,2558.226,0,0,0,0,30.3595816723485,178.932022207921,0,0,0,1698.25849589973,0.102388987,4.612171433,320,0,0,0,0,320,0,5,30,0,0,0,280,0,"Goochland",320,315,2558.226,4467.2002,4519.8361,1907.55009978,820
"Goochland","Richmond",665,418.0394,0,0,0,0,32.8922676153907,582.074680114849,0,2.26749394829769,0,727.106658342463,19.12113912,3.874290806,52,0,0,0,0,52,0,1,12,0,0,0,15,0,"Goochland",52,28,418.0394,1784.4953,2006.3403,1344.341100021,132
"Goochland","Richmond",666,2726.7669,0,0,0,0,69.4558662284263,10.3096217553361,0,8.26608273930762,0,4827.15292902193,3.042832408,314.7835869,392,0,0,0,0,392,0,18,3,0,2,0,1278,0,"Goochland",392,1301,2726.7669,7946.4734,8608.3778,4915.184499745,996
"Powhatan","Richmond",684,3923.7726,0,0,0,0,3.5039196165176,1670.14732749692,0,9.57645321756422,0,0,13513.64977,0,839,0,0,0,0,839,0,0,78,0,0,0,0,0,"Powhatan",839,79,3923.7726,19110.2501,19281.4532,1683.227700331,2197
"Powhatan","Richmond",685,4086.515,0,0,0,0,7.73138560505144,1465.48761458295,0,0,0,0,4472.74464,0,1069,0,0,0,0,1069,0,3,510,0,0,0,0,0,"Powhatan",1069,513,4086.515,10016.2386,10152.1724,1473.219000188,2798
"Powhatan","Richmond",686,1142.5703,0,0,0,0,0.700929013659914,2294.78327121734,0,0,0,0,5380.815172,0,286,0,0,0,0,286,0,0,151,0,0,0,0,0,"Powhatan",286,151,1142.5703,8814.9396,8884.2497,2295.484200231,776
"Powhatan","Richmond",687,1114.6814,0,0,0,0,0,2639.59555361519,0,2.03984671581201,0,0,1526.007532,0,608,0,0,0,0,608,0,0,17,0,0,0,0,0,"Powhatan",608,17,1114.6814,5279.2542,5336.6585,2641.635400331,2592
"Powhatan","Richmond",688,6266.6673,0,0,0,0,152.504152368952,257.989880488434,0,37.3123670526146,0,0,8057.312931,0,1992,0,0,0,0,1992,0,467,789,0,114,0,0,0,"Powhatan",1992,1370,6266.6673,14736.3066,15100.8702,447.80639991,5219
"Powhatan","Richmond",689,3098.7289,0,0,0,0,13.6099134997125,28.2439847002201,0,14.3586018000674,0,0,3087.279351,0,1073,0,0,0,0,1073,0,44,90,0,46,0,0,0,"Powhatan",1073,180,3098.7289,6228.5407,6348.1755,56.2125,2807
"Powhatan","Richmond",691,2083.9149,0,0,0,0,4.92494474217529,92.8145552588247,0,0,0,0,4261.92142,0.825498958,589,0,0,0,0,589,0,4,79,0,0,0,0,0,"Powhatan",589,83,2083.9149,6435.3813,6604.7396,97.739500001,1542
"Powhatan","Richmond",693,2720.3659,0,0,0,0,72.7652067398916,27.7248932601084,0,0,0,0,1200.063763,0,1295,0,0,0,0,1295,0,228,87,0,0,0,0,0,"Powhatan",1295,315,2720.3659,4005.6597,4146.3916,100.4901,3384
