"COUN_NAME","MPO","TAZ","L_D_RE_Ar","M_D_RE_SF_Ar","M_D_RE_MF_Ar","H_D_RE_Ar","MU_Ar","COM_Ar","INS_Ar","OF_Ar","IND_Ar","Other_Ar","AG_Ar","FO_Ar","PA_Ar","LDHH","MDSFHH","MDMFHH","HDHH","MUHH","TSFHH","TMFHH","COM_EMP","INS_EMP","OF_EMP","IND_EMP","Other_EMP","AG_EMP","MU_EMP","JUR","HH","TOT_EMP","res_total_Ar","Parcel_ACR_Ar","TAZ_ACRES_Ar","T_EMP_AR_Ar","TOT_POP"
"Hanover","Richmond",628,417.202494371381,1.9331056386192,0,0,0,0,47.280521690996,0,11.433678309004,0,0,0,0.015748842,735,3,0,0,0,738,0,0,127,0,31,0,0,0,"Hanover",738,158,419.13560001,476.9655,528.8341,58.7142,2097
"Hanover","Richmond",631,729.3179,0,0,0,0,1.82312330183822,37.8114767011618,0,0,0,0,765.0394112,284.7733178,291,0,0,0,0,291,0,23,483,0,0,0,0,0,"Hanover",291,506,729.3179,1807.6651,2025.4747,39.634600003,682
"Goochland","Richmond",649,1169.7308,0,0,0,0,124.657178910449,106.781906503759,0,0.486335951458672,0,2633.09747841633,0,99.69202631,384,0,0,0,0,384,0,8,7,0,0,0,178,0,"Goochland",384,194,1169.7308,4128.6379,4336.434,2865.022899782,981
"Goochland","Richmond",650,182.6198,0,0,0,0,155.620087635338,2.93278469935981,0,0,0,1284.9843273653,2.438842843,0,58,0,0,0,0,58,0,31,1,0,0,0,254,0,"Goochland",58,285,182.6198,1627.4225,1705.3583,1443.5371997,147
"Goochland","Richmond",651,465.281318773387,0,0,0.187581233612541,0,1542.30632479797,0.783630242767845,0,3.42591562463647,0,1063.14472890563,22.28529043,16.49673213,322,0,0,0,0,322,0,1882,1,0,4,0,1298,0,"Goochland",322,3185,465.468900007,3105.0646,3216.1682,2609.660599571,825
"Goochland","Richmond",654,397.87032940091,0,0,0.473970604090353,0,536.59131851875,14.837060827534,0,0,0,788.639920663716,106.087094,0.038794986,399,0,0,0,0,399,0,506,14,0,0,0,744,0,"Goochland",399,1264,398.344300005,1834.8546,2076.0854,1340.06830001,1018
"Goochland","Richmond",656,2081.5341,0,0,0,0,705.290889968631,109.72332934648,0,28.6119522093205,0,526.456628495569,9.370256495,259.7938623,1203,0,0,0,0,1203,0,397,62,0,16,0,296,0,"Goochland",1203,771,2081.5341,3700.8735,3831.9039,1370.08280002,3075
"Goochland","Richmond",657,218.0859,0,0,0,0,981.339309851561,1.43540895319374,0,0,0,366.911481195246,0,29.74835728,662,0,0,0,0,662,0,10829,16,0,0,0,4049,0,"Goochland",662,14893,218.0859,1436.2364,1666.5674,1349.6862,1700
"Goochland","Richmond",659,2639.8668,0,0,0,0,270.840746490886,841.702412186924,0,0.337146821934297,0,2976.74509476226,4.071403849,92.32649308,1065,0,0,0,0,1065,0,163,506,0,0,0,1791,0,"Goochland",1065,2460,2639.8668,6810.0146,7211.846,4089.625400262,3226
"Goochland","Richmond",667,1234.4479,0,0,0,0,40.8854206469922,10.2421887643447,0,3.63082616022366,0,474.724564425439,0,133.5716082,543,0,0,0,0,543,0,22,6,0,2,0,261,0,"Goochland",543,291,1234.4479,1893.4255,2000.9293,529.482999997,1382
"Goochland","Richmond",669,585.9586,0,0,0,0,398.395702931119,26.97417095514,0,0,0,1150.65102653374,0.869252485,13.01374404,251,0,0,0,0,251,0,239,16,0,0,0,690,0,"Goochland",251,945,585.9586,2165.1761,2417.1834,1576.02090042,683
"Goochland","Richmond",671,453.6687,0,0,0,0,384.809021845369,5.19705825072767,0,0,0,1018.6806196829,2.940820856,2.454742753,87,0,0,0,0,87,0,83,1,0,0,0,221,0,"Goochland",87,305,453.6687,1867.286,2121.3692,1408.686699779,222
"Powhatan","Richmond",690,1288.4493,0,0,0,0,113.02963606064,137.20716393936,0,0,0,0,1915.207962,0,652,0,0,0,0,652,0,162,197,0,0,0,0,0,"Powhatan",652,359,1288.4493,3446.614,3545.8147,250.2368,1702
"Powhatan","Richmond",699,3333.8855,0,0,0,0,475.423333405208,21.2623666247919,0,0,0,0,1914.008276,0,1130,0,0,0,0,1130,0,1761,79,0,0,0,0,0,"Powhatan",1130,1840,3333.8855,5722.1195,5889.5636,496.68570003,2955
"Powhatan","Richmond",703,1900.455,0,0,0,0,466.575035310937,107.214764689063,0,0,0,0,2399.445551,0,501,0,0,0,0,501,0,1724,396,0,0,0,0,0,"Powhatan",501,2120,1900.455,4854.2004,5006.6896,573.7898,1310
"Chesterfield","Richmond",714,971.2443,0,0,0,0,0,8.43028036093574,0,1.14541963906426,0,0,2228.988517,308.8444428,3291,0,0,0,0,3291,0,0,12,0,2,0,0,0,"Chesterfield",3291,14,971.2443,3471.263,3520.0013,9.5757,8760
"Chesterfield","Richmond",716,467.7221,0,0,0,0,0,0,0,0,0,0,1639.730732,0.005112946,682,0,0,0,0,682,0,0,0,0,0,0,0,0,"Chesterfield",682,7,467.7221,2099.778,2119.6607,1.01,1855
"Chesterfield","Richmond",717,662.3079,0,0,0,0,0,0,0,0,0,0,2741.308235,1.836305372,2516,0,0,0,0,2516,0,0,0,0,0,0,0,0,"Chesterfield",2516,24955,662.3079,3358.8324,3492.4664,230.41,8131
"Chesterfield","Richmond",718,393.519602315336,15.2501615767792,0,16.2244360778852,0,2.39755959277426,2.2756895057631,0,0.132650902462639,0,0,1059.655437,0,2433,94,0,100,0,2527,100,535,508,0,30,0,0,0,"Chesterfield",2628,1073,424.99419997,1450.7456,1618.7988,4.805900001,7414
"Chesterfield","Richmond",719,226.994198960665,0,0,28.0205010593352,0,0,14.5724,0,0,0,0,156.0896187,0,1090,0,0,134,0,1090,134,0,299,0,0,0,0,0,"Chesterfield",1224,299,255.01470002,423.1468,500.4244,14.5724,3216
"Chesterfield","Richmond",720,87.2292965113393,0,0,37.5454034886607,0,39.9784677169332,8.66583723357194,62.1109950464948,0,0,0,255.8516375,0,1957,0,0,842,0,1957,842,719,156,1117,0,0,0,0,"Chesterfield",2799,1991,124.7747,465.0517,587.9633,110.755299997,7059
"Chesterfield","Richmond",721,1248.88869635187,13.6846036081294,0,0,0,111.693474859407,31.3876480255595,31.2174529337564,78.2814241812767,0,0,2435.77873,220.7722982,6841,75,0,0,0,6916,0,5140,1444,1437,3602,0,0,0,"Chesterfield",6916,11623,1262.57329996,3813.4943,4100.7932,252.58,20504
"Chesterfield","Richmond",722,483.553840985221,78.4718888169224,0,0,9.40852545340981,12.9120600073807,85.4082905503342,0,4.08092398387529,0,0,188.4857635,13.26380193,2905,471,0,0,59,3376,0,38,249,0,12,0,0,27,"Chesterfield",3436,326,571.875754261,822.0684,931.2018,111.809799995,11080
"Chesterfield","Richmond",723,844.901537853069,89.1364621969309,0,0,0,0,34.6879,0,0,0,0,951.2247827,9.519333644,2097,221,0,0,0,2318,0,0,59,0,0,0,0,0,"Chesterfield",2318,59,934.03800005,1877.2601,2023.2224,34.6879,7429
"Chesterfield","Richmond",724,541.558573649766,10.0231448511777,0,18.2071814750564,0,7.99235301866171,52.6495190298602,2.06755974479196,8.42636820168614,0,0,769.1427752,16.5786163,2081,39,0,70,0,2120,70,95,625,25,100,0,0,0,"Chesterfield",2189,844,569.788899976,1422.1561,1563.0031,71.135799995,6111
"Chesterfield","Richmond",725,278.643406029564,10.8802218529454,0,17.0493721074905,0,80.2209632453756,58.5180543628884,6.25737909103809,4.48530330669795,0,0,172.5601461,0,1718,67,0,105,0,1785,105,238,174,19,13,0,0,0,"Chesterfield",1890,444,306.57299999,612.9849,721.7362,149.481700006,5522
"Chesterfield","Richmond",726,158.629389210742,23.8808115749582,0,9.37489925330025,0,77.8245855749452,52.8847527133734,14.9837756983353,6.0394860203461,0,0,353.2158061,0,588,88,0,35,0,676,35,682,464,131,53,0,0,0,"Chesterfield",711,1330,191.885100039,693.8036,762.3925,151.732600007,1665
"Chesterfield","Richmond",727,492.72085368876,0,0,14.6082463212405,0,3.8075537266163,44.9100370937133,3.05960918267037,0,0,0,674.3536775,150.6489729,1779,0,0,53,0,1779,53,26,311,21,0,0,0,0,"Chesterfield",1832,358,507.32910001,1381.5591,1538.1897,51.777200003,4595
"Chesterfield","Richmond",728,255.534178583759,13.6692214562407,0,0,0,25.7999938541981,77.3249800790789,37.6416307018568,48.9362953648661,0,0,402.2439318,26.14296165,1257,67,0,0,0,1324,0,319,955,465,604,0,0,0,"Chesterfield",1324,2342,269.20340004,874.6331,1040.6354,189.7029,3530
"Chesterfield","Richmond",733,1460.86080315911,0,0,34.1818968908872,0,119.236216697606,176.379416638832,15.7345382930933,2.64472844846854,0,0,1897.366904,6.861314345,5007,0,0,117,0,5007,117,803,1188,106,18,0,0,0,"Chesterfield",5124,2115,1495.04270005,3574.7757,3926.2119,313.994900078,15974
"Chesterfield","Richmond",734,482.166,0,0,0,0,4.00313807875153,13.5996619252485,0,0,0,0,168.479265,29.96023917,1157,0,0,0,0,1157,0,93,316,0,0,0,0,0,"Chesterfield",1157,409,482.166,683.0183,770.4006,17.602800004,3402
"Chesterfield","Richmond",735,236.2803,0,0,0,0,30.9510777915681,3.27867083874124,0,1.44745136869063,0,0,47.1431025,109.1905378,663,0,0,0,0,663,0,381,40,0,18,0,0,0,"Chesterfield",663,439,236.2803,422.1212,466.9257,35.677199999,1590
"Chesterfield","Richmond",736,397.957,0,0,0,0,0,21.6176,0,0,0,0,196.3137819,43.39348577,1836,0,0,0,0,1836,0,0,152,0,0,0,0,0,"Chesterfield",1836,152,397.957,644.1419,740.2567,21.6176,5054
"Chesterfield","Richmond",737,479.847022882442,0,0,0.642677091558099,0,0.360799926167791,26.7002000778322,0,0,0,0,272.027925,0,2529,0,0,3,0,2529,3,2,174,0,0,0,0,0,"Chesterfield",2532,176,480.489699974,742.1385,808.8733,27.061000004,7301
"Chesterfield","Richmond",738,293.391992957259,0,0,0.986107003740599,0,39.3486095262446,12.1330916484714,8.51358436110736,0.45591446417666,0,0,70.6475212,0,789,0,0,3,0,789,3,685,211,148,8,0,0,0,"Chesterfield",792,1053,294.378099961,421.4868,497.9477,60.4512,2271
"Chesterfield","Richmond",739,336.3206,0,0,0,0,0,0,0,0,0,0,16.98635844,0,1117,0,0,0,0,1117,0,0,0,0,0,0,0,0,"Chesterfield",1117,30,336.3206,347.6869,426.4825,1.06,3388
"Chesterfield","Richmond",740,1.78754872127288,6.10575133874655,0,121.540299934981,0,150.019796492599,2.59232500107214,15.8526784843284,0,0,0,64.017815,0,23,78,0,1550,0,101,1550,2102,36,222,0,0,0,0,"Chesterfield",1651,2360,129.433599995,346.2863,435.9819,168.464799978,3492
"Chesterfield","Richmond",741,1095.7963,0,0,0,0,0,0,0,0,0,0,228.5532178,70.15064806,776,0,0,0,0,776,0,0,0,0,0,0,0,0,"Chesterfield",776,62,1095.7963,1386.9102,1459.0849,1.1,2122
"Chesterfield","Richmond",742,459.9537,0,0,0,0,0,114.019908568813,0,1.6598914111868,0,0,198.0948937,0,1271,0,0,0,0,1271,0,0,485,0,7,0,0,0,"Chesterfield",1271,492,459.9537,758.5884,830.6093,115.67979998,3882
"Chesterfield","Richmond",749,30.353013535718,10.3355792672696,0,39.0328072070124,0,9.3778038264035,30.5358417606022,210.441256194427,21.2421982195674,0,0,25.5807588,0,212,72,0,272,0,284,272,154,501,3451,348,0,0,0,"Chesterfield",556,4454,79.72140001,373.7393,425.1077,271.597100001,1450
"Chesterfield","Richmond",750,107.7009,0,0,0,0,6.59287263592175,202.862930750851,166.371996577227,0,0,0,14.40692162,0,1081,0,0,0,0,1081,0,34,1040,853,0,0,0,0,"Chesterfield",1081,1927,107.7009,478.9756,594.19,375.827799964,2941
"Chesterfield","Richmond",751,168.6485544,0,0,31.13724559,0,5.146694688,11.98833787,8.003367444,0,0,0,1.470982614,0,811,0,0,150,0,811,150,12,29,19,0,0,0,0,"Chesterfield",961,60,199.78579999,224.9152,260.0482,25.138400002,2398
"Chesterfield","Richmond",752,513.7839,0,0,0,0,2.80447582873412,19.1898241752659,0,0,0,0,73.41520975,2.398062873,1420,0,0,0,0,1420,0,4,24,0,0,0,0,0,"Chesterfield",1420,28,513.7839,609.0716,719.5354,21.994300004,4095
"Chesterfield","Richmond",753,234.0442,0,0,0,0,0.20067725778865,1.03408857213932,0,0.249734170072026,0,0,72.15588433,0,660,0,0,0,0,660,0,2,13,0,3,0,0,0,"Chesterfield",660,18,234.0442,301.4547,358.2767,1.4845,1792
"Chesterfield","Richmond",761,89.4147910425292,0,0,5.27400895747076,0,76.3339111809671,31.3602239219803,63.5210323693509,668.896232507702,0,0,119.4462177,0,43,0,0,3,0,43,3,147,60,122,1288,0,0,0,"Chesterfield",46,1618,94.6888,1046.7364,1083.351,840.11139998,172
"Chesterfield","Richmond",762,123.681101398136,0,0,42.6237986118635,0,10.7195940604205,4.9992369913589,20.0974689462207,0,0,0,109.348046,0,821,0,0,283,0,821,283,119,55,223,0,0,0,0,"Chesterfield",1104,397,166.30490001,305.2394,353.6174,35.816299998,2641
"Chesterfield","Richmond",763,639.296960668109,7.29620779027446,0,30.2429315936166,0,50.7482537740965,3.52304824075529,6.16719798914826,0,0,0,275.1171244,0,1406,16,0,67,0,1422,67,752,52,91,0,0,0,0,"Chesterfield",1489,895,676.836100052,988.0917,1077.2578,60.438500004,4172
"Chesterfield","Richmond",764,750.17238258982,6.67001739017958,0,0,0,0,43.4206868396269,0,0.15161316237305,0,0,263.9349603,33.14332484,1619,14,0,0,0,1633,0,0,196,0,1,0,0,0,"Chesterfield",1633,197,756.84239998,1070.123,1165.0506,43.572300002,4195
"Chesterfield","Richmond",765,225.636164351614,0.335880907596902,0,87.2937547377896,0,17.7858036718631,5.06499687083548,15.6284227526068,0.146176706694642,0,0,123.6898202,0,1474,2,0,570,0,1476,570,248,71,218,2,0,0,0,"Chesterfield",2047,538,313.265799997,447.611,492.3006,38.625400002,4495
"Chesterfield","Richmond",766,344.626156167262,4.69138399948996,0,16.4448598352479,0,63.2468914554575,89.2362001922138,9.35860835232871,0,0,0,157.2087959,0,944,13,0,45,0,957,45,478,674,71,0,0,0,0,"Chesterfield",1002,1223,365.762400002,677.8629,762.5775,161.8417,2562
"Chesterfield","Richmond",767,579.430777805073,0.98337004484342,0,33.8006521020832,0,44.3024404442415,22.3319038171732,7.14665635902478,62.8155993765605,0,0,354.5717237,0,1002,2,0,58,0,1004,58,416,210,67,590,0,0,0,"Chesterfield",1062,1284,614.214799952,1093.353,1159.4923,136.596599997,2303
"Chesterfield","Richmond",768,594.3749,0,0,0,0,5.26251445236619,13.0777102575065,6.55727529112735,0,0,0,235.0485002,0,647,0,0,0,0,647,0,41,101,51,0,0,0,0,"Chesterfield",647,192,594.3749,846.501,928.941,24.897500001,1703
"Chesterfield","Richmond",769,692.6122,0,0,0,0,0,15.9416,0,0,0,0,144.1069444,0,1848,0,0,0,0,1848,0,0,133,0,0,0,0,0,"Chesterfield",1848,133,692.6122,837.5208,945.595,15.9416,5537
"Chesterfield","Richmond",770,235.070815820525,0,0,51.356284189475,0,2.92361918462673,12.8490193299585,2.05726148041476,0,0,0,110.0332987,0,792,0,0,173,0,792,173,150,658,105,0,0,0,0,"Chesterfield",965,913,286.42710001,411.8103,464.2962,17.829899995,2226
"Chesterfield","Richmond",771,293.223708496719,0,0,9.93039149128134,0,116.761203784591,6.83851041683472,6.62699048682344,23.654795333751,0,0,354.7677651,42.33405203,1155,0,0,39,0,1155,39,841,49,48,170,0,0,0,"Chesterfield",1194,1108,303.154099988,838.9275,903.6093,153.881500022,3223
"Chesterfield","Richmond",772,249.082179628172,0,0,15.6404203918278,0,2.36467542451648,2.82272147441049,3.77507131933539,1.43873178173764,0,0,79.61004479,0,683,0,0,43,0,683,43,30,36,48,18,0,0,0,"Chesterfield",726,133,264.72260002,348.4938,392.7267,10.4012,1859
"Chesterfield","Richmond",773,398.9398,0,0,0,0,0,193.884944259139,123.540414933571,270.442040707291,0,0,1959.09582,0,1316,0,0,0,0,1316,0,0,2501,1594,3489,0,0,0,"Chesterfield",1316,7584,398.9398,2813.783,3063.7363,587.8673999,3589
"Chesterfield","Richmond",775,2020.4305,0,0,0,0,3.15936541806367,42.4780549879849,5.85629977843762,74.3244798155138,0,0,1761.86868,0,4005,0,0,0,0,4005,0,162,2180,301,3815,0,0,0,"Chesterfield",4005,6458,2020.4305,3768.7573,3952.2694,125.8182,10813
"Chesterfield","Richmond",776,342.1617,0,0,0,0,129.004396926711,22.6966807754717,3.91283144395378,2.13429088486312,0,0,620.8429246,138.7359488,5241,0,0,0,0,5241,0,1605,282,49,27,0,0,0,"Chesterfield",5241,1963,342.1617,1168.7788,1300.7857,157.748200031,14781
"Chesterfield","Richmond",777,378.145930033485,0,0,4.69697001451549,0,1.20560683107229,18.6796981105056,16.4589666365206,173.077828468902,0,0,1015.97885,0,911,0,0,11,0,911,11,1,21,19,198,0,0,0,"Chesterfield",922,240,382.842900048,1535.7039,1634.2149,209.422100047,2392
"Chesterfield","Richmond",807,339.836673283448,0,0,85.0524266965515,0,0,192.516182759416,25.8260172405845,0,0,0,1292.412117,0,2515,0,0,630,0,2515,630,0,20338,2728,0,0,0,0,"Chesterfield",3145,23066,424.88909998,1763.3235,2079.1127,218.3422,8616
"Chesterfield","Richmond",887,501.636124820095,0,0,0.466275181905409,0,42.0344104979837,1.04728950101625,0,0,0,0,84.53441277,0,1267,0,0,1,0,1267,1,514,13,0,0,0,0,0,"Chesterfield",1268,527,502.102400002,627.1085,809.3115,43.081699999,3569
"Chesterfield","Richmond",888,245.9164,0,0,0,0,4.37784425793712,3.72263818143106,1.78310732795454,2.64671023267729,0,0,96.96100732,3.997517782,731,0,0,0,0,731,0,43,37,18,26,0,0,0,"Chesterfield",731,123,245.9164,356.8652,412.3554,12.5303,2068
"Chesterfield","Richmond",889,200.678925415142,0,0,52.3005745648584,0,61.1614092138277,2.51249219495284,4.07600228827232,15.6064963029472,0,0,276.4866058,0,1740,0,0,454,0,1740,454,2206,91,147,563,0,0,0,"Chesterfield",2194,3007,252.97949998,545.2126,671.8309,83.3564,5737
"Chesterfield","Richmond",893,0,0,0,0,0,33.584609848446,16.7840419576356,3.83191405277694,15.8870341371415,0,0,67.57215718,0,0,0,0,0,0,0,0,464,232,53,219,0,0,0,"Chesterfield",48,968,1.51,137.5497,176.3261,70.087599996,108
"Chesterfield","Richmond",894,57.3426,0,0,0,0,49.2888849875815,0.504885128633132,253.519826284736,124.100003635049,0,0,232.5486314,0,154,0,0,0,0,154,0,228,2,1174,575,0,0,0,"Chesterfield",154,1979,57.3426,714.2749,818.7763,427.413600036,451
"Chesterfield","Richmond",895,695.9433,0,0,0,0,17.2475710060127,119.624735101763,25.8169092473694,21.6411846948549,0,0,436.3574949,0,1681,0,0,0,0,1681,0,88,609,132,110,0,0,0,"Chesterfield",1681,939,695.9433,1301.4212,1487.0291,184.33040005,5093
"Chesterfield","Tri-Cities",906,698.1245,0,0,0,0,0,3.03626676053073,0,1.73273323946927,0,0,458.6826411,0,176,0,0,0,0,176,0,0,8,0,4,0,0,0,"Chesterfield",176,12,698.1245,1158.3861,1173.284,4.769,428
"Chesterfield","Tri-Cities",907,687.7039,0,0,0,0,0,1.204,0,0,0,0,448.2566471,0,519,0,0,0,0,519,0,0,43,0,0,0,0,0,"Chesterfield",519,43,687.7039,1129.4445,1180.1948,1.204,1357
"Chesterfield","Tri-Cities",909,803.9499,0,0,0,0,0,0,0,24.1544,0,0,983.1358282,0,1118,0,0,0,0,1118,0,0,0,0,7,0,0,0,"Chesterfield",1118,7,803.9499,1777.0001,1797.2115,24.1544,3062
"Chesterfield","Tri-Cities",910,1241.6902,0,0,0,0,0,143.590091102073,0,1.46130893092745,0,0,623.7679977,0,449,0,0,0,0,449,0,0,271,0,3,0,0,0,"Chesterfield",449,274,1241.6902,2002.7996,2066.774,145.051400033,1185
"Chesterfield","Tri-Cities",911,394.39,0,0,0,0,0,0,0,0,0,0,1650.683982,0,263,0,0,0,0,263,0,0,0,0,0,0,0,0,"Chesterfield",263,9,394.39,2038.9939,2048.6807,1.06,684
"Chesterfield","Tri-Cities",912,34.8365,0,0,0,0,0,0,0,0,0,0,501.7762373,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,"Chesterfield",50,7,34.8365,535.3827,544.8416,1.11,132
"Chesterfield","Tri-Cities",913,195.388230361673,0,0,4.38436966432723,0,3.57070593802392,0,1.77877632654735,0.23521773642873,0,0,194.208886,0,268,0,0,6,0,268,6,14,0,7,1,0,0,0,"Chesterfield",274,22,199.772600026,396.9662,420.0148,5.584700001,723
"Chesterfield","Tri-Cities",914,565.6209,0,0,0,0,0,39.8588,0,0,0,0,232.1159694,28.67307403,1028,0,0,0,0,1028,0,0,185,0,0,0,0,0,"Chesterfield",1028,185,565.6209,860.0987,925.1372,39.8588,2831
"Chesterfield","Tri-Cities",917,323.3162,0,0,0,0,0,0,0,0,0,0,86.02925455,0,852,0,0,0,0,852,0,0,0,0,0,0,0,0,"Chesterfield",852,13,323.3162,403.2654,475.7102,1.07,2426
"Chesterfield","Tri-Cities",918,148.4151,0,0,0,0,33.1879023083539,12.7516722726287,0.867205863869777,14.8781195441476,0,0,73.48689937,0,628,0,0,0,0,628,0,14,5,0,6,0,0,0,"Chesterfield",628,26,148.4151,277.407,313.2587,61.684899989,1717
"Chesterfield","Tri-Cities",919,114.81557084699,1.25726747820943,0,14.4464616768011,0,8.56708887934689,36.7881111246531,0,0,0,0,55.13633511,0,645,7,0,81,0,652,81,22,94,0,0,0,0,0,"Chesterfield",733,116,130.519300002,224.8308,250.3568,45.355200004,2240
"Chesterfield","Tri-Cities",920,156.5959,0,0,0,0,7.48426200757924,0.13873799242076,0,0,0,0,119.449056,0,513,0,0,0,0,513,0,33,1,0,0,0,0,0,"Chesterfield",513,34,156.5959,277.4979,300.223,7.623,1437
"Chesterfield","Tri-Cities",921,312.4619,0,0,0,0,0.508534697313733,8.40496530268627,0,0,0,0,75.3496073,0,654,0,0,0,0,654,0,2,38,0,0,0,0,0,"Chesterfield",654,40,312.4619,394.185,454.9464,8.9135,1865
"Chesterfield","Tri-Cities",922,242.375867051196,0,0,28.2526329688036,0,17.0895170967127,0,0.992582899287326,0,0,0,135.5506605,0,1236,0,0,144,0,1236,144,127,0,7,0,0,0,0,"Chesterfield",1380,134,270.62850002,396.8212,428.1695,18.082099996,3846
"Chesterfield","Tri-Cities",923,183.33144677931,0,0,2.86925318969011,0,13.9368333528151,55.7922796187152,13.8048038922198,94.77548313625,0,0,333.5095604,0,336,0,0,5,0,336,5,68,273,68,463,0,0,0,"Chesterfield",341,872,186.200699969,694.9897,741.4477,178.3094,809
"Chesterfield","Tri-Cities",924,19.8162,0,0,0,0,16.3137745115784,63.5266233258092,139.209852115055,176.317150047558,0,0,312.1515239,0,248,0,0,0,0,248,0,41,159,349,442,0,0,0,"Chesterfield",248,991,19.8162,717.2351,825.5935,395.3674,584
"Chesterfield","Tri-Cities",925,65.5710949663696,0,0,100.67430503363,0,4.42261584288977,1.04704932869295,29.0535348274173,0,0,0,71.15938504,0,305,0,0,468,0,305,468,45,11,299,0,0,0,0,"Chesterfield",773,355,166.2454,265.698,311.225,34.523199999,2258
"Chesterfield","Tri-Cities",926,369.6786,0,0,0,0,4.90135197356502,69.7870322168556,15.2327356530106,7.92748015656879,0,0,576.5747438,0,532,0,0,0,0,532,0,27,391,85,44,0,0,0,"Chesterfield",532,548,369.6786,1037.452,1126.5503,97.8486,1581
"Chesterfield","Tri-Cities",927,4.6462,0,0,0,0,85.7394248987856,0,108.637633496574,326.146041624641,0,0,1544.491522,0,29,0,0,0,0,29,0,722,0,914,2745,0,0,0,"Chesterfield",29,4381,4.6462,2052.2908,2771.051,520.52310002,77
"Chesterfield","Tri-Cities",928,34.7474,0,0,0,0,21.5021719275681,33.3590838712674,0,98.3505178625608,0,31.4879263386036,408.5554279,0.008141894,41,0,0,0,0,41,0,176,274,0,807,0,258,0,"Chesterfield",41,1516,34.7474,619.7059,706.9966,184.6997,110
"Chesterfield","Tri-Cities",929,708.1381,0,0,0,0,0,5.38600664440162,0,0,0,0.121993355598382,74.86299785,0,856,0,0,0,0,856,0,0,50,0,0,0,1,0,"Chesterfield",856,51,708.1381,782.3427,838.0197,5.508,2572
"Chesterfield","Tri-Cities",930,521.5702,0,0,0,0,0,9.6988,0,0,0,0,263.3141798,102.3607027,547,0,0,0,0,547,0,0,20,0,0,0,0,0,"Chesterfield",547,20,521.5702,890.7139,979.9084,9.6988,1659
"Chesterfield","Tri-Cities",931,189.9955,0,0,0,0,0,9.50547817777876,0,13.3820218242212,0,0,415.8825339,0,236,0,0,0,0,236,0,0,7,0,11,0,0,0,"Chesterfield",236,18,189.9955,626.2255,674.9711,22.887500002,613
"Chesterfield","Tri-Cities",932,340.103038449315,0,0,20.0928615406852,0,8.41170550947349,24.0697901145953,0.603998478354788,21.3572059045764,0,0,98.39418242,0,940,0,0,56,0,940,56,22,64,2,56,0,0,0,"Chesterfield",996,144,360.19589999,506.8627,579.666,54.442700007,2509
"Chesterfield","Tri-Cities",933,128.327703153232,0,0,43.883496826768,0,1.55377571931956,0,2.51542428068044,0,0,0,108.7877545,0,1118,0,0,382,0,1118,382,62,0,100,0,0,0,0,"Chesterfield",1500,162,172.21119998,269.8682,388.6405,4.0692,3816
"Chesterfield","Tri-Cities",934,239.6743,0,0,0,0,12.1397011657889,212.879463732813,5.14078396481293,196.210351147585,0,0,369.9144499,54.06073891,370,0,0,0,0,370,0,30,525,13,484,0,0,0,"Chesterfield",370,1052,239.6743,1073.0098,1130.5928,426.370300011,991
"Chesterfield","Tri-Cities",935,33.2234,0,0,0,0,0,0,11.2144814534216,732.809018556578,0,0,775.239142,0,98,0,0,0,0,98,0,0,0,90,5868,0,0,0,"Chesterfield",98,5958,33.2234,1452.7761,1474.7578,744.02350001,266
"Chesterfield","Tri-Cities",936,71.199,0,0,0,0,0,0.369721316099777,0,542.7100786749,0,0,844.0630672,1240.910107,39,0,0,0,0,39,0,0,2,0,2351,0,0,0,"Chesterfield",39,2353,71.199,2652.6019,3596.9504,543.079799991,103
"Chesterfield","Tri-Cities",940,346.3635,0,0,0,0,0,0,0,8.7042,0,0,423.0660654,0,163,0,0,0,0,163,0,0,0,0,7,0,0,0,"Chesterfield",163,7,346.3635,774.9437,817.2233,8.7042,407
"Chesterfield","Tri-Cities",941,368.2237,0,0,0,0,0,10.4527,0,0,0,0,180.7851268,0,260,0,0,0,0,260,0,0,7,0,0,0,0,0,"Chesterfield",260,7,368.2237,556.2715,575.0943,10.4527,690
"Chesterfield","Tri-Cities",942,621.0127,0,0,0,0,2.4461643453195,17.4243669858043,0,0.560868669876243,0,0,533.7367277,0,208,0,0,0,0,208,0,2,11,0,0,0,0,0,"Chesterfield",208,13,621.0127,1171.9909,1188.6927,20.431400001,517
"Chesterfield","Tri-Cities",943,223.9324,0,0,0,0,0,41.0167,0,0,0,0,165.6287362,28.45122757,217,0,0,0,0,217,0,0,195,0,0,0,0,0,"Chesterfield",217,195,223.9324,456.4991,473.4987,41.0167,605
"Chesterfield","Tri-Cities",944,598.3839,0,0,0,0,0,76.7679,0,0,0,0,220.7051878,0,504,0,0,0,0,504,0,0,13,0,0,0,0,0,"Chesterfield",504,13,598.3839,889.6971,918.8995,76.7679,1396
"Chesterfield","Tri-Cities",945,117.87,0,0,0,0,1.40929394820548,0.0923060517945205,0,0,0,0,76.57450695,0,230,0,0,0,0,230,0,26,2,0,0,0,0,0,"Chesterfield",230,28,117.87,193.3562,206.4388,1.5016,610
